data;label
apakah kamu menghina ibunya? Sesungguhnya kamu masih memiliki (sifat) jahiliyyah. Saudara-saudara kalian adalah tanggungan kalian, Allah telah menjadikan mereka di bawah tangan kalian. Maka siapa yang saudaranya berada di bawah tangannya (tanggungannya) maka jika dia makan berilah makanan seperti yang dia makan, bila dia berpakaian berilah seperti yang dia pakai, janganlah kalian membebani mereka sesuatu yang di luar batas kemampuan mereka. Jika kalian membebani mereka, maka bantulah mereka.;0
Jika dua orang muslim saling bertemu (untuk berkelahi) dengan menghunus pedang masing-masing, maka yang terbunuh dan membunuh masuk neraka. aku pun bertanya: Wahai Rasulullah, ini bagi yang membunuh, tapi bagaimana dengan yang terbunuh? Maka Nabi menjawab: Dia juga sebelumnya sangat ingin untuk membunuh temannya.;0
ketika turun ayat: Orang-orang beriman dan tidak mencampur adukkan iman mereka dengan kezhaliman para sahabat Rasulullah bertanya: Siapakah diantara kami yang tidak berbuat zhalim? Maka Allah 'azza wajalla menurunkan (firman-Nya): Sesungguhnya kesyirikan adalah kezhaliman yang besar. (QS. Luqman: 13);0
"Tanda-tanda munafiq ada tiga; jika berbicara dusta, jika berjanji mengingkari dan jika diberi amanat dia khianat.";0
Empat hal bila ada pada seseorang maka dia adalah seorang munafiq tulen, dan barangsiapa yang terdapat pada dirinya satu sifat dari empat hal tersebut maka pada dirinya terdapat sifat nifaq hingga dia meninggalkannya. Yaitu, jika diberi amanat dia khianat, jika berbicara dusta, jika berjanji mengingkari dan jika berseteru curang. Hadits ini diriwayatkan pula oleh Syu'bah dari Al A'masy.;0
Barangsiapa menegakkan lailatul qodar karena iman dan mengharap pahala, maka diampuni dosa-dosanya yang telah lalu.;0
Allah menjamin orang yang keluar (berperang) di jalan-Nya, tidak ada yang mendorongnya keluar kecuali karena iman kepada-Ku dan membenarkan para rasul-Ku untuk mengembalikannya dengan memperoleh pahala atau ghonimah atau memasukkannya ke surga. Kalau seandainya tidak memberatkan umatku tentu aku tidak akan duduk tinggal diam di belakang sariyyah (pasukan khusus) dan tentu aku ingin sekali bila aku terbunuh di jalan Allah lalu aku dihidupkan lagi kemudian terbunuh lagi lalu aku dihidupkan kembali kemudian terbunuh lagi.;0
Barangsiapa menegakkan Ramadlan karena iman dan mengharap pahala, maka diampuni dosa-dosanya yang telah lalu.;0
Barangsiapa yang berpuasa karena iman dan mengharap pahala, maka diampuni dosa-dosanya yang telah lalu.;0
agama itu mudah, dan tidaklah seseorang mempersulit agama kecuali dia akan dikalahkan (semakin berat dan sulit). Maka berlakulah lurus kalian, mendekatlah (kepada yang benar) dan berilah kabar gembira dan minta tolonglah dengan al Ghadwah (berangkat di awal pagi) dan ar-ruhah (berangkat setelah zhuhur) dan sesuatu dari ad-duljah ((berangkat di waktu malam) .;0
shalat menghadap Baitul Maqdis selama enam belas bulan atau tujuh belas bulan, dan Beliau sangat senang sekali kalau shalat menghadap Baitullah (Ka'bah). Shalat yang dilakukan Beliau pertama kali (menghadap Ka'bah) itu adalah shalat 'ashar dan orang-orang juga ikut shalat bersama Beliau. Pada suatu hari sahabat yang ikut shalat bersama Nabi pergi melewati orang-orang di Masjid lain saat mereka sedang ruku', maka dia berkata: Aku bersaksi kepada Allah bahwa aku ikut shalat bersama Rasulullah menghadap Makkah, maka orang-orang yang sedang (ruku') tersebut berputar menghadap Baitullah dan orang-orang Yahudi dan Ahlul Kitab menjadi heran, sebab sebelumnya Nabi shalat menghadap Baitul Maqdis. Ketika melihat Nabi menghadapkan wajahnya ke Baitullah mereka mengingkari hal ini. Berkata Zuhair Telah menceritakan kepada kami Abu Ishaq dari Al Barro`, dalam haditsnya ini menerangkan tentang (hukum) seseorang yang meninggal dunia pada saat arah qiblat belum dialihkan dan juga banyak orang-orang yang terbunuh pada masa itu?, kami tidak tahu apa yang harus kami sikapi tentang mereka hingga akhirnya Allah Ta'ala menurunkan firman-Nya: Dan Allah tidaklah akan menyia-nyiakan iman kalian. (QS. Al Baqoroh: 143);0
Apabila seorang dari kalian memperbaiki keIslamannya maka dari setiap kebaikan akan ditulis baginya sepuluh (kebaikan) yang serupa hingga tujuh ratus tingkatan, dan setiap satu kejelekan yang dikerjakan akan ditulis satu kejelekan saja yang serupa dengannya.;0
tinggalkanlah apa yang tidak kalian sanggupi, demi Allah, Allah tidak akan bosan hingga kalian sendiri yang menjadi bosan, dan agama yang paling dicintai-Nya adalah apa yang senantiasa dikerjakan secara rutin dan kontinyu.;0
"dikeluarkan dari neraka siapa yang mengatakan tidak ada Ilah kecuali Allah dan dalam hatinya ada kebaikan sebesar jemawut. Dan akan dikeluarkan dari neraka siapa yang mengatakan tidak ada ilah kecuali Allah dan dalam hatinya ada kebaikan sebesar biji gandum. Dan akan dikeluarkan dari neraka siapa yang mengatakan tidak ada ilah kecuali Allah dan dalam hatinya ada kebaikan sebesar biji sawi. Abu Abdullah berkata; Aban berkata; Telah menceritakan kepada kami Qotadah Telah menceritakan kepada kami Anas dari Nabi , beliau bersabda. Dan kata iman di dalam hadits ini diganti dengan kata kebaikan.";0
Kami tahu hari tersebut dan dimana tempat diturunkannya ayat tersebut kepada Nabi , yaitu pada hari Jum'at ketika Beliau berada di 'Arafah.;0
Shalat lima kali dalam sehari semalam. Kata orang itu: apakah ada lagi selainnya buatku. Nabi menjawab: Tidak ada kecuali yang thathawu' (sunnat) . Rasulullah berkata: Dan puasa Ramadlan. Orang itu bertanya lagi: Apakah ada lagi selainnya buatku. Rasulullah menjawab: Tidak ada kecuali yang thathawu' (sunnat) . Lalu Rasulullah menyebut: Zakat: Kata orang itu: apakah ada lagi selainnya buatku. Rasulullah menjawab: Tidak ada kecuali yang thathawu' (sunnat) . Thalhah bin 'Ubaidullah berkata: Lalu orang itu pergi sambil berkata: Demi Allah, aku tidak akan menambah atau menguranginya. Maka Rasulullah bersabda: Dia akan beruntung jika jujur menepatinya.;0
"mengiringi jenazah muslim, karena iman dan mengharapkan balasan dan dia selalu bersama jenazah tersebut sampai dishalatkan dan selesai dari penguburannya, maka dia pulang dengan membawa dua qiroth, setiap qiroth setara dengan gunung Uhud. Dan barangsiapa menyolatkannya dan pulang sebelum dikuburkan maka dia pulang membawa satu qiroth. Hadits seperti ini juga diriwayatkan dari Utsman Al Mu`adzin, dia berkata; telah menceritakan kepada kami 'Auf dari Muhammad dari Abu Hurairah dari Nabi .";0
mencerca orang muslim adalah fasiq dan memeranginya adalah kufur.;0
Aku datang untuk menjelaskan Lailatul Qodar kepada kalian, namun fulan dan fulan saling berdebat sehingga akhirnya diangkat (lailatul qodar), dan semoga menjadi lebih baik buat kalian, maka itu intailah (lailatul qodar) itu pada hari yang ketujuh, enam dan lima .;0
"Iman adalah kamu beriman kepada Allah, malaikat-malaikat-Nya, kitab-kitab-Nya, pertemuan dengan-Nya, Rasul-Rasul-Nya, dan kamu beriman kepada hari berbangkit. (Jibril 'Alaihis salam) berkata: Apakah Islam itu? Jawab Nabi : Islam adalah kamu menyembah Allah dan tidak menyekutukannya dengan suatu apapun, kamu dirikan shalat, kamu tunaikan zakat yang diwajibkan, dan berpuasa di bulan Ramadlan. (Jibril 'Alaihis salam) berkata: Apakah ihsan itu? Nabi menjawab: Kamu menyembah Allah seolah-olah melihat-Nya dan bila kamu tidak melihat-Nya sesungguhnya Dia melihatmu. (Jibril 'Alaihis salam) berkata lagi: Kapan terjadinya hari kiamat? Nabi menjawab: Yang ditanya tentang itu tidak lebih tahu dari yang bertanya. Tapi aku akan terangkan tanda-tandanya; (yaitu); jika seorang budak telah melahirkan tuannya, jika para penggembala unta yang berkulit hitam berlomba-lomba membangun gedung-gedung selama lima masa, yang tidak diketahui lamanya kecuali oleh Allah. Kemudian Nabi membaca: Sesungguhnya hanya pada Allah pengetahuan tentang hari kiamat (QS. Luqman: 34). Setelah itu Jibril 'Alaihis salam pergi, kemudian Nabi berkata; hadapkan dia ke sini. Tetapi para sahabat tidak melihat sesuatupun, maka Nabi bersabda; Dia adalah Malaikat Jibril datang kepada manusia untuk mengajarkan agama mereka. Abu Abdullah berkata: Semua hal yang diterangkan Beliau dijadikan sebagai iman.";0
"Heraqlius berkata kepadanya: Aku sudah bertanya kepadamu, apakah jumlah mereka bertambah atau berkurang? Maka kamu bertutur bahwa mereka bertambah, dan memang begitulah iman akan terus berkembang hingga sempurna. Dan aku bertanya kepadamu, apakah ada orang yang murtad karena dongkol pada agamanya? Kemudian kamu bertutur; tidak ada, maka begitu juga iman bila sudah tumbuh bersemi dalam hati tidak akan ada yang dongkol kepadanya.";0
Yang halal sudah jelas dan yang haram juga sudah jelas. Namun diantara keduanya ada perkara syubhat (samar) yang tidak diketahui oleh banyak orang. Maka barangsiapa yang menjauhi diri dari yang syubhat berarti telah memelihara agamanya dan kehormatannya. Dan barangsiapa yang sampai jatuh (mengerjakan) pada perkara-perkara syubhat, sungguh dia seperti seorang penggembala yang menggembalakan ternaknya di pinggir jurang yang dikhawatirkan akan jatuh ke dalamnya. Ketahuilah bahwa setiap raja memiliki batasan, dan ketahuilah bahwa batasan larangan Allah di bumi-Nya adalah apa-apa yang diharamkan-Nya. Dan ketahuilah pada setiap tubuh ada segumpal darah yang apabila baik maka baiklah tubuh tersebut dan apabila rusak maka rusaklah tubuh tersebut. Ketahuilah, ia adalah hati.;0
memerintahkan mereka dengan empat hal dan melarang dari empat hal, memerintahkan mereka untuk beriman kepada Allah satu-satunya, kemudian bertanya: Tahukah kalian apa arti beriman kepada Allah satu-satunya? Mereka menjawab: Allah dan Rasul-Nya yang lebih mengetahui. Nabi menjelaskan: Persaksian tidak ada ilah kecuali Allah dan bahwa Muhammad adalah utusan Allah, menegakkan shalat, menunaikan zakat, berpuasa pada bulan Ramadlan dan mengeluarkan seperlima dari harta rampasan perang. Dan Nabi melarang mereka dari empat perkara, yaitu janganlah kalian meminum sesuatu dari al hantam, ad Dubbaa`, an naqir dan al Muzaffaat. Atau Beliau menyebut muqoyyir (bukan naqir). Nabi bersabda: jagalah semuanya dan beritahukanlah kepada orang-orang di kampung kalian.;0
"Semua perbuatan tergantung niatnya, dan (balasan) bagi tiap-tiap orang (tergantung) apa yang diniatkan; barangsiapa niat hijrahnya karena Allah dan Rasul-Nya, maka hijrahnya adalah kepada Allah dan Rasul-Nya. Barangsiapa niat hijrahnya karena dunia yang ingin digapainya atau karena seorang perempuan yang ingin dinikahinya, maka hijrahnya adalah kepada apa dia diniatkan..";0
Apabila seseorang memberi nafkah untuk keluarganya dengan niat mengharap pahala maka baginya Sedekah.;0
tidaklah kamu menafkahkan suatu nafkah yang dimaksudkan mengharap wajah Allah kecuali kamu akan diberi pahala termasuk sesuatu yang kamu suapkan ke mulut istrimu.;0
Aku telah membai'at Rasulullah untuk menegakkan shalat, menunaikan zakat dan menasehati kepada setiap muslim.;0
menasehati kepada setiap muslim, maka aku membai'at Beliau untuk perkara itu, dan demi Pemilik Masjid ini, sungguh aku akan selalu memberi nasihat kepada kalian Kemudian dia beristighfar lalu turun dari mimbar.;0
Apabila sudah hilang amanah maka tunggulah terjadinya kiamat. Orang itu bertanya: Bagaimana hilangnya amanat itu? Nabi menjawab: Jika urusan diserahkan bukan kepada ahlinya, maka akan tunggulah terjadinya kiamat.;0
celakalah bagi tumit-tumit yang tidak basah akan masuk neraka. Beliau serukan hingga dua atau tiga kali.;0
Sesungguhnya diantara pohon ada suatu pohon yang tidak jatuh daunnya. Dan itu adalah perumpamaan bagi seorang muslim. Nabi bertanya: Katakanlah kepadaku, pohon apakah itu? Maka para sahabat beranggapan bahwa yang dimaksud adalah pohon yang berada di lembah. Abdullah berkata: Aku berpikir dalam hati pohon itu adalah pohon kurma, tapi aku malu mengungkapkannya. Kemudian para sahabat bertanya: Wahai Rasulullah, pohon apakah itu? Beliau menjawab: Pohon kurma.;0
Sesungguhnya diantara pohon ada satu pohon yang tidak jatuh daunnya. Dan itu adalah perumpamaan bagi seorang muslim. Nabi bertanya: Katakanlah padaku, pohon apakah itu? Maka para sahabat beranggapan bahwa yang dimaksud adalah pohon yang berada di lembah. Abdullah berkata: Aku berpikir dalam hati pohon itu adalah pohon kurma, tapi aku malu mengungkapkannya. Kemudian orang-orang berkata: Wahai Rasulullah, pohon apakah itu? Beliau menjawab: Pohon kurma.;0
